Case ID,Resource,AMOUNT_REQ,Activity,Complete Timestamp,remtime,elapsed,open_cases,case_length
173721,10939,9000.0,O_SELECTED,2011-10-01 10:20:47,796058.0,0.0,1.0,1
173730,11203,15000.0,O_SELECTED,2011-10-01 14:40:08,1704486.0,0.0,4.0,1
173745,11111,2000.0,O_SELECTED,2011-10-01 14:58:41,593236.0,0.0,6.0,1
173760,11019,32000.0,O_SELECTED,2011-10-01 15:01:43,1121960.0,0.0,7.0,1
173751,11111,10000.0,O_SELECTED,2011-10-01 15:49:59,841771.0,0.0,8.0,1
173790,11120,5000.0,O_SELECTED,2011-10-03 08:26:10,622585.0,0.0,9.0,1
173805,11202,5000.0,O_SELECTED,2011-10-03 08:53:24,2679712.0,0.0,10.0,1
173985,10971,5800.0,O_SELECTED,2011-10-03 08:54:36,865891.0,0.0,11.0,1
173847,11202,5000.0,O_SELECTED,2011-10-03 09:22:05,779406.0,0.0,14.0,1
173988,10971,10000.0,O_SELECTED,2011-10-03 09:33:55,626302.0,0.0,15.0,1
173835,11180,10000.0,O_SELECTED,2011-10-03 09:35:59,1309004.0,0.0,16.0,1
173811,11180,50000.0,O_SELECTED,2011-10-03 10:47:47,2672858.0,0.0,22.0,1
174045,10809,25000.0,O_SELECTED,2011-10-03 11:18:43,1288311.0,0.0,23.0,1
173982,11180,8000.0,O_SELECTED,2011-10-03 11:36:32,622230.0,0.0,25.0,1
173844,11201,15500.0,O_SELECTED,2011-10-03 12:19:45,697036.0,0.0,27.0,1
174087,10863,15000.0,O_SELECTED,2011-10-03 12:53:29,683744.0,0.0,28.0,1
174105,10629,5000.0,O_SELECTED,2011-10-03 13:38:13,514.0,0.0,31.0,1
173793,11120,6000.0,O_SELECTED,2011-10-03 13:53:19,1283504.0,0.0,31.0,1
174093,11180,21000.0,O_SELECTED,2011-10-03 14:57:34,2657875.0,0.0,33.0,1
174078,11180,10000.0,O_SELECTED,2011-10-03 15:10:35,1224043.0,0.0,34.0,1
173898,10889,7000.0,O_SELECTED,2011-10-03 15:51:47,875339.0,0.0,35.0,1
173955,10971,10000.0,O_SELECTED,2011-10-04 08:20:00,4862721.0,0.0,38.0,1
174334,10971,5000.0,O_SELECTED,2011-10-04 08:40:04,537784.0,0.0,39.0,1
174237,11200,15000.0,O_SELECTED,2011-10-04 08:44:06,2614633.0,0.0,40.0,1
174252,11200,30000.0,O_SELECTED,2011-10-04 09:24:14,1230093.0,0.0,40.0,1
173997,11200,50000.0,O_SELECTED,2011-10-04 11:44:41,1287975.0,0.0,44.0,1
174144,11179,21000.0,O_SELECTED,2011-10-04 13:05:27,880486.0,0.0,46.0,1
174255,10889,15000.0,O_SELECTED,2011-10-04 13:07:20,777298.0,0.0,47.0,1
174385,11001,15000.0,O_SELECTED,2011-10-04 13:19:38,672756.0,0.0,48.0,1
174388,10971,6000.0,O_SELECTED,2011-10-04 13:22:51,610507.0,0.0,49.0,1
174394,11179,10000.0,O_SELECTED,2011-10-04 13:42:27,756336.0,0.0,50.0,1
174424,10889,15000.0,O_SELECTED,2011-10-04 13:50:25,1111005.0,0.0,52.0,1
174415,10859,12000.0,O_SELECTED,2011-10-04 13:50:44,1282568.0,0.0,53.0,1
174379,10859,9500.0,O_SELECTED,2011-10-04 14:10:38,941144.0,0.0,55.0,1
174430,11179,20000.0,O_SELECTED,2011-10-04 14:20:18,865927.0,0.0,56.0,1
174261,10889,10000.0,O_SELECTED,2011-10-04 15:07:39,1186621.0,0.0,57.0,1
174448,10889,8500.0,O_SELECTED,2011-10-04 15:18:11,676064.0,0.0,58.0,1
174231,11179,6000.0,O_SELECTED,2011-10-04 15:51:33,618746.0,0.0,59.0,1
174397,10862,20000.0,O_SELECTED,2011-10-04 16:24:38,1439781.0,0.0,60.0,1
174463,11121,25000.0,O_SELECTED,2011-10-04 16:30:46,1179770.0,0.0,61.0,1
173784,11122,5000.0,O_SELECTED,2011-10-04 16:37:27,3615181.0,0.0,62.0,1
174153,10982,1000.0,O_SELECTED,2011-10-04 16:50:51,1110727.0,0.0,63.0,1
174487,10862,6100.0,O_SELECTED,2011-10-04 18:21:20,579056.0,0.0,65.0,1
174291,10982,15000.0,O_SELECTED,2011-10-04 18:30:06,1296156.0,0.0,67.0,1
173871,10909,15500.0,O_SELECTED,2011-10-04 18:40:46,829507.0,0.0,68.0,1
174508,11179,5000.0,O_SELECTED,2011-10-04 19:43:32,1443799.0,0.0,70.0,1
174571,11180,5600.0,O_SELECTED,2011-10-05 08:17:20,605601.0,0.0,71.0,1
174535,11120,15000.0,O_SELECTED,2011-10-05 08:19:18,819412.0,0.0,72.0,1
174602,10609,6000.0,O_SELECTED,2011-10-05 08:30:54,3934.0,0.0,73.0,1
174559,11189,10000.0,O_SELECTED,2011-10-05 08:34:31,1726446.0,0.0,74.0,1
174605,11009,10000.0,O_SELECTED,2011-10-05 08:38:03,1118353.0,0.0,76.0,1
174620,11009,15000.0,O_SELECTED,2011-10-05 09:04:09,1385505.0,0.0,77.0,1
174568,11180,5000.0,O_SELECTED,2011-10-05 09:07:21,1764488.0,0.0,78.0,1
174562,11180,5000.0,O_SELECTED,2011-10-05 09:26:15,607861.0,0.0,81.0,1
174469,11169,10000.0,O_SELECTED,2011-10-05 09:33:38,791954.0,0.0,82.0,1
174565,11189,5000.0,O_SELECTED,2011-10-05 10:00:20,711642.0,0.0,82.0,1
174614,11189,10000.0,O_SELECTED,2011-10-05 10:16:06,2674790.0,0.0,83.0,1
174653,11009,12000.0,O_SELECTED,2011-10-05 10:22:43,2586476.0,0.0,84.0,1
174656,10859,20000.0,O_SELECTED,2011-10-05 11:03:56,768572.0,0.0,85.0,1
174686,11122,7500.0,O_SELECTED,2011-10-05 12:36:42,700560.0,0.0,86.0,1
174638,11189,6000.0,O_SELECTED,2011-10-05 12:42:24,2666015.0,0.0,87.0,1
174749,11189,25000.0,O_SELECTED,2011-10-05 13:38:28,2600430.0,0.0,89.0,1
174740,11179,6564.0,O_SELECTED,2011-10-05 14:38:01,2659083.0,0.0,91.0,1
174577,11202,15000.0,O_SELECTED,2011-10-05 14:40:53,2422872.0,0.0,92.0,1
174719,11189,12000.0,O_SELECTED,2011-10-05 14:43:22,1022921.0,0.0,93.0,1
174779,11202,20000.0,O_SELECTED,2011-10-05 15:00:14,678588.0,0.0,94.0,1
174800,11202,5000.0,O_SELECTED,2011-10-05 15:23:03,1015492.0,0.0,95.0,1
174529,11169,50000.0,O_SELECTED,2011-10-05 15:47:53,1628875.0,0.0,96.0,1
174827,11189,10000.0,O_SELECTED,2011-10-05 15:58:43,581903.0,0.0,97.0,1
174818,11202,15000.0,O_SELECTED,2011-10-05 16:04:09,2653918.0,0.0,98.0,1
174824,11200,34000.0,O_SELECTED,2011-10-05 16:57:06,1982474.0,0.0,100.0,1
174319,11202,5000.0,O_SELECTED,2011-10-05 17:27:27,746102.0,0.0,102.0,1
174752,10982,12000.0,O_SELECTED,2011-10-05 17:39:52,1278558.0,0.0,103.0,1
174541,11200,25000.0,O_SELECTED,2011-10-05 18:04:26,2338041.0,0.0,104.0,1
174875,11119,9000.0,O_SELECTED,2011-10-05 18:07:14,764739.0,0.0,105.0,1
174848,11202,22500.0,O_SELECTED,2011-10-05 18:19:27,748595.0,0.0,106.0,1
174929,11120,6000.0,O_SELECTED,2011-10-06 08:26:03,963709.0,0.0,113.0,1
174911,11189,5000.0,O_SELECTED,2011-10-06 09:12:45,957232.0,0.0,116.0,1
174923,11201,15000.0,O_SELECTED,2011-10-06 09:29:26,687297.0,0.0,117.0,1
174785,11202,8500.0,O_SELECTED,2011-10-06 09:45:20,1219870.0,0.0,118.0,1
174947,11189,5000.0,O_SELECTED,2011-10-06 10:16:34,611196.0,0.0,119.0,1
175039,11200,6000.0,O_SELECTED,2011-10-06 12:28:42,2666847.0,0.0,121.0,1
174959,10982,30000.0,O_SELECTED,2011-10-06 12:50:38,2665528.0,0.0,122.0,1
175018,11200,10000.0,O_SELECTED,2011-10-06 13:18:35,589114.0,0.0,124.0,1
175054,11169,5200.0,O_SELECTED,2011-10-06 13:22:02,1902782.0,0.0,125.0,1
175081,11200,8000.0,O_SELECTED,2011-10-06 13:39:12,1906488.0,0.0,127.0,1
175099,11169,25000.0,O_SELECTED,2011-10-06 15:09:06,1106929.0,0.0,128.0,1
174917,10909,27500.0,O_SELECTED,2011-10-06 15:28:50,2656034.0,0.0,130.0,1
174962,11202,5500.0,O_SELECTED,2011-10-06 15:57:20,1013833.0,0.0,131.0,1
175114,10982,16000.0,O_SELECTED,2011-10-06 16:18:42,667047.0,0.0,132.0,1
174938,11200,5000.0,O_SELECTED,2011-10-06 16:49:56,2482153.0,0.0,133.0,1
175147,11119,10000.0,O_SELECTED,2011-10-06 18:36:09,1282910.0,0.0,134.0,1
174030,11200,25000.0,O_SELECTED,2011-10-06 19:13:47,2500396.0,0.0,136.0,1
175141,11200,7000.0,O_SELECTED,2011-10-06 19:52:08,663115.0,0.0,137.0,1
175153,10913,6000.0,O_SELECTED,2011-10-06 19:52:10,690615.0,0.0,138.0,1
175180,11201,5000.0,O_SELECTED,2011-10-07 08:31:15,1491002.0,0.0,140.0,1
175192,11202,25000.0,O_SELECTED,2011-10-07 08:39:28,1556069.0,0.0,142.0,1
175162,11201,5000.0,O_SELECTED,2011-10-07 09:19:21,886207.0,0.0,143.0,1
175183,11009,8000.0,O_SELECTED,2011-10-07 09:39:07,1302461.0,0.0,147.0,1
175293,10971,7800.0,O_SELECTED,2011-10-07 10:38:59,1650666.0,0.0,148.0,1
175305,11202,9800.0,O_SELECTED,2011-10-07 11:38:32,1111554.0,0.0,151.0,1
175263,10971,15000.0,O_SELECTED,2011-10-07 12:43:03,1230015.0,0.0,152.0,1
175204,11169,15750.0,O_SELECTED,2011-10-07 12:57:08,1035217.0,0.0,153.0,1
175335,11201,5000.0,O_SELECTED,2011-10-07 13:10:33,1469410.0,0.0,154.0,1
175338,11169,15000.0,O_SELECTED,2011-10-07 13:34:30,2662850.0,0.0,156.0,1
175344,11202,15000.0,O_SELECTED,2011-10-07 14:27:45,2758834.0,0.0,158.0,1
175374,11000,4500.0,O_SELECTED,2011-10-07 14:54:35,1469809.0,0.0,160.0,1
175392,10971,20000.0,O_SELECTED,2011-10-07 15:08:13,2235889.0,0.0,161.0,1
175383,11000,20000.0,O_SELECTED,2011-10-07 15:36:23,1286461.0,0.0,163.0,1
175407,11009,20000.0,O_SELECTED,2011-10-07 15:57:08,1454439.0,0.0,165.0,1
175332,11121,25000.0,O_SELECTED,2011-10-07 16:38:14,2346473.0,0.0,166.0,1
174270,10912,6000.0,O_SELECTED,2011-10-07 16:43:17,1545451.0,0.0,167.0,1
175419,11181,8000.0,O_SELECTED,2011-10-07 17:23:42,1894578.0,0.0,169.0,1
175455,10913,5000.0,O_SELECTED,2011-10-07 18:01:52,1538225.0,0.0,171.0,1
175528,10912,15500.0,O_SELECTED,2011-10-08 09:17:32,617804.0,0.0,173.0,1
175434,11000,25000.0,O_SELECTED,2011-10-08 10:04:28,794302.0,0.0,175.0,1
174737,11181,7500.0,O_SELECTED,2011-10-08 10:22:50,1414917.0,0.0,177.0,1
175494,11000,5000.0,O_SELECTED,2011-10-08 10:30:48,1473657.0,0.0,178.0,1
175525,10913,12500.0,O_SELECTED,2011-10-08 10:48:23,2672807.0,0.0,179.0,1
175549,11002,10000.0,O_SELECTED,2011-10-08 11:32:02,948565.0,0.0,180.0,1
175195,11181,28000.0,O_SELECTED,2011-10-08 13:25:47,2181472.0,0.0,182.0,1
175582,10913,4000.0,O_SELECTED,2011-10-08 13:53:36,1703786.0,0.0,183.0,1
175606,11120,6000.0,O_SELECTED,2011-10-10 08:11:07,950425.0,0.0,186.0,1
175591,11189,6000.0,O_SELECTED,2011-10-10 08:22:09,1649011.0,0.0,188.0,1
175687,10912,19000.0,O_SELECTED,2011-10-10 09:33:21,778343.0,0.0,190.0,1
175669,11120,15000.0,O_SELECTED,2011-10-10 09:37:35,2677071.0,0.0,191.0,1
174039,11189,26000.0,O_SELECTED,2011-10-10 11:12:06,1460966.0,0.0,196.0,1
175798,11120,6800.0,O_SELECTED,2011-10-10 11:22:19,1566236.0,0.0,197.0,1
175813,11189,5000.0,O_SELECTED,2011-10-10 11:37:23,854586.0,0.0,199.0,1
175843,11019,7000.0,O_SELECTED,2011-10-10 11:58:46,872443.0,0.0,201.0,1
175822,11120,7500.0,O_SELECTED,2011-10-10 12:16:39,846759.0,0.0,202.0,1
175627,11189,15500.0,O_SELECTED,2011-10-10 12:28:25,690637.0,0.0,203.0,1
175937,11009,10000.0,O_SELECTED,2011-10-10 13:11:45,626309.0,0.0,204.0,1
175958,10912,2500.0,O_SELECTED,2011-10-10 14:05:14,762440.0,0.0,203.0,1
175991,11189,10000.0,O_SELECTED,2011-10-10 15:56:40,1448541.0,0.0,204.0,1
175994,10982,5000.0,O_SELECTED,2011-10-10 16:49:38,2409128.0,0.0,204.0,1
175789,11201,5000.0,O_SELECTED,2011-10-10 17:01:46,570310.0,0.0,205.0,1
175834,11181,15000.0,O_SELECTED,2011-10-10 17:25:28,669958.0,0.0,206.0,1
175485,11200,8000.0,O_SELECTED,2011-10-10 18:07:31,1172982.0,0.0,208.0,1
176021,11181,12500.0,O_SELECTED,2011-10-10 18:19:23,672577.0,0.0,209.0,1
176030,11200,11000.0,O_SELECTED,2011-10-10 18:28:06,2496851.0,0.0,210.0,1
175657,11181,30000.0,O_SELECTED,2011-10-10 19:11:52,1180988.0,0.0,213.0,1
